"","state","state.fips","county","county.code","commodity","data.item","domain.category","value"
"South_Dakota.2851","SOUTH DAKOTA",46,"HARDING",63,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (100,000 OR MORE $)","147"
"South_Dakota.2852","SOUTH DAKOTA",46,"HARDING",63,"GOVT PROGRAMS","GOVT PROGRAMS, FEDERAL - OPERATIONS WITH RECEIPTS","","178"
"South_Dakota.2853","SOUTH DAKOTA",46,"HARDING",63,"GOVT PROGRAMS","GOVT PROGRAMS, FEDERAL - RECEIPTS, MEASURED IN $","","6,699,000"
"South_Dakota.2854","SOUTH DAKOTA",46,"HARDING",63,"INCOME, FARM-RELATED","INCOME, FARM-RELATED - OPERATIONS WITH RECEIPTS","","173"
"South_Dakota.2855","SOUTH DAKOTA",46,"HARDING",63,"INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $","","5,424,000"
"South_Dakota.2856","SOUTH DAKOTA",46,"HARDING",63,"EXPENSE TOTALS","EXPENSE TOTALS, OPERATING - EXPENSE, MEASURED IN $","","55,315,000"
"South_Dakota.2857","SOUTH DAKOTA",46,"HARDING",63,"EXPENSE TOTALS","EXPENSE TOTALS, OPERATING - EXPENSE, MEASURED IN $ / OPERATION","","208,735"
"South_Dakota.2858","SOUTH DAKOTA",46,"HARDING",63,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - OPERATIONS WITH NET INCOME","","265"
"South_Dakota.2859","SOUTH DAKOTA",46,"HARDING",63,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","","20,176,000"
"South_Dakota.2860","SOUTH DAKOTA",46,"HARDING",63,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","","76,134"
"South_Dakota.2861","SOUTH DAKOTA",46,"HARDING",63,"CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","","223"
"South_Dakota.2862","SOUTH DAKOTA",46,"HARDING",63,"CATTLE","CATTLE, INCL CALVES - INVENTORY","","73,242"
"South_Dakota.2863","SOUTH DAKOTA",46,"HARDING",63,"CATTLE","CATTLE, COWS, BEEF - OPERATIONS WITH INVENTORY","","207"
"South_Dakota.2864","SOUTH DAKOTA",46,"HARDING",63,"CATTLE","CATTLE, COWS, BEEF - INVENTORY","","49,265"
"South_Dakota.2865","SOUTH DAKOTA",46,"HARDING",63,"CATTLE","CATTLE, COWS, MILK - OPERATIONS WITH INVENTORY","","17"
"South_Dakota.2866","SOUTH DAKOTA",46,"HARDING",63,"CATTLE","CATTLE, COWS, MILK - INVENTORY","","43"
"South_Dakota.2867","SOUTH DAKOTA",46,"HARDING",63,"CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH SALES","","213"
"South_Dakota.2868","SOUTH DAKOTA",46,"HARDING",63,"CATTLE","CATTLE, INCL CALVES - SALES, MEASURED IN HEAD","","50,015"
"South_Dakota.2869","SOUTH DAKOTA",46,"HARDING",63,"SHEEP","SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY","","47"
"South_Dakota.2870","SOUTH DAKOTA",46,"HARDING",63,"SHEEP","SHEEP, INCL LAMBS - INVENTORY","","23,922"
"South_Dakota.2871","SOUTH DAKOTA",46,"HARDING",63,"CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","","16"
"South_Dakota.2872","SOUTH DAKOTA",46,"HARDING",63,"CHICKENS","CHICKENS, LAYERS - INVENTORY","","354"
"South_Dakota.2873","SOUTH DAKOTA",46,"HARDING",63,"CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","","14"
"South_Dakota.2874","SOUTH DAKOTA",46,"HARDING",63,"CORN","CORN, GRAIN - ACRES HARVESTED","","4,649"
"South_Dakota.2875","SOUTH DAKOTA",46,"HARDING",63,"CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","","259,798"
"South_Dakota.2876","SOUTH DAKOTA",46,"HARDING",63,"CORN","CORN, SILAGE - OPERATIONS WITH AREA HARVESTED","","8"
"South_Dakota.2877","SOUTH DAKOTA",46,"HARDING",63,"CORN","CORN, SILAGE - ACRES HARVESTED","","690"
"South_Dakota.2878","SOUTH DAKOTA",46,"HARDING",63,"CORN","CORN, SILAGE - PRODUCTION, MEASURED IN TONS","","3,619"
"South_Dakota.2879","SOUTH DAKOTA",46,"HARDING",63,"WHEAT","WHEAT - OPERATIONS WITH AREA HARVESTED","","20"
"South_Dakota.2880","SOUTH DAKOTA",46,"HARDING",63,"WHEAT","WHEAT - ACRES HARVESTED","","21,328"
"South_Dakota.2881","SOUTH DAKOTA",46,"HARDING",63,"WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","","570,504"
"South_Dakota.2882","SOUTH DAKOTA",46,"HARDING",63,"WHEAT","WHEAT, SPRING, DURUM - OPERATIONS WITH AREA HARVESTED","","1"
"South_Dakota.2883","SOUTH DAKOTA",46,"HARDING",63,"WHEAT","WHEAT, SPRING, DURUM - ACRES HARVESTED","","(D)"
"South_Dakota.2884","SOUTH DAKOTA",46,"HARDING",63,"WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU","","(D)"
"South_Dakota.2885","SOUTH DAKOTA",46,"HARDING",63,"WHEAT","WHEAT, SPRING, (EXCL DURUM) - OPERATIONS WITH AREA HARVESTED","","17"
"South_Dakota.2886","SOUTH DAKOTA",46,"HARDING",63,"WHEAT","WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","","19,693"
"South_Dakota.2887","SOUTH DAKOTA",46,"HARDING",63,"WHEAT","WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU","","525,583"
"South_Dakota.2888","SOUTH DAKOTA",46,"HARDING",63,"WHEAT","WHEAT, WINTER - OPERATIONS WITH AREA HARVESTED","","4"
"South_Dakota.2889","SOUTH DAKOTA",46,"HARDING",63,"WHEAT","WHEAT, WINTER - ACRES HARVESTED","","(D)"
"South_Dakota.2890","SOUTH DAKOTA",46,"HARDING",63,"WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU","","(D)"
"South_Dakota.2891","SOUTH DAKOTA",46,"HARDING",63,"OATS","OATS - OPERATIONS WITH AREA HARVESTED","","4"
"South_Dakota.2892","SOUTH DAKOTA",46,"HARDING",63,"OATS","OATS - ACRES HARVESTED","","260"
"South_Dakota.2893","SOUTH DAKOTA",46,"HARDING",63,"OATS","OATS - PRODUCTION, MEASURED IN BU","","5,805"
"South_Dakota.2894","SOUTH DAKOTA",46,"HARDING",63,"BARLEY","BARLEY - OPERATIONS WITH AREA HARVESTED","","5"
"South_Dakota.2895","SOUTH DAKOTA",46,"HARDING",63,"BARLEY","BARLEY - ACRES HARVESTED","","896"
"South_Dakota.2896","SOUTH DAKOTA",46,"HARDING",63,"BARLEY","BARLEY - PRODUCTION, MEASURED IN BU","","24,084"
"South_Dakota.2897","SOUTH DAKOTA",46,"HARDING",63,"HAY & HAYLAGE","HAY & HAYLAGE - OPERATIONS WITH AREA HARVESTED","","137"
"South_Dakota.2898","SOUTH DAKOTA",46,"HARDING",63,"HAY & HAYLAGE","HAY & HAYLAGE - ACRES HARVESTED","","58,474"
"South_Dakota.2899","SOUTH DAKOTA",46,"HARDING",63,"HAY & HAYLAGE","HAY & HAYLAGE - PRODUCTION, MEASURED IN TONS, DRY BASIS","","42,011"
"South_Dakota.2900","SOUTH DAKOTA",46,"HARDING",63,"SUNFLOWER","SUNFLOWER - OPERATIONS WITH AREA HARVESTED","","6"
"South_Dakota.2901","SOUTH DAKOTA",46,"HARDING",63,"SUNFLOWER","SUNFLOWER - ACRES HARVESTED","","2,272"
"South_Dakota.2902","SOUTH DAKOTA",46,"HARDING",63,"SUNFLOWER","SUNFLOWER - PRODUCTION, MEASURED IN LB","","2,486,400"
"South_Dakota.2903","SOUTH DAKOTA",46,"HARDING",63,"AG LAND","AG LAND, INCL BUILDINGS - OPERATIONS WITH ASSET VALUE","","265"
"South_Dakota.2904","SOUTH DAKOTA",46,"HUGHES",65,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","","315"
"South_Dakota.2905","SOUTH DAKOTA",46,"HUGHES",65,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (1.0 TO 9.9 ACRES)","15"
"South_Dakota.2906","SOUTH DAKOTA",46,"HUGHES",65,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (10.0 TO 49.9 ACRES)","58"
"South_Dakota.2907","SOUTH DAKOTA",46,"HUGHES",65,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (50 TO 179 ACRES)","61"
"South_Dakota.2908","SOUTH DAKOTA",46,"HUGHES",65,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (180 TO 499 ACRES)","41"
"South_Dakota.2909","SOUTH DAKOTA",46,"HUGHES",65,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (500 TO 999 ACRES)","21"
"South_Dakota.2910","SOUTH DAKOTA",46,"HUGHES",65,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (1,000 OR MORE ACRES)","119"
"South_Dakota.2911","SOUTH DAKOTA",46,"HUGHES",65,"FARM OPERATIONS","FARM OPERATIONS - ACRES OPERATED","","435,033"
"South_Dakota.2912","SOUTH DAKOTA",46,"HUGHES",65,"FARM OPERATIONS","FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION","","1,381"
"South_Dakota.2913","SOUTH DAKOTA",46,"HUGHES",65,"FARM OPERATIONS","FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION, MEDIAN","","341"
"South_Dakota.2914","SOUTH DAKOTA",46,"HUGHES",65,"AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / OPERATION","","2,611,187"
"South_Dakota.2915","SOUTH DAKOTA",46,"HUGHES",65,"AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","","1,891"
"South_Dakota.2916","SOUTH DAKOTA",46,"HUGHES",65,"MACHINERY TOTALS","MACHINERY TOTALS - ASSET VALUE, MEASURED IN $","","83,676,000"
"South_Dakota.2917","SOUTH DAKOTA",46,"HUGHES",65,"MACHINERY TOTALS","MACHINERY TOTALS - ASSET VALUE, MEASURED IN $ / OPERATION","","265,639"
"South_Dakota.2918","SOUTH DAKOTA",46,"HUGHES",65,"AG LAND","AG LAND, CROPLAND - NUMBER OF OPERATIONS","","236"
"South_Dakota.2919","SOUTH DAKOTA",46,"HUGHES",65,"AG LAND","AG LAND, CROPLAND - ACRES","","262,987"
"South_Dakota.2920","SOUTH DAKOTA",46,"HUGHES",65,"AG LAND","AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS","","198"
"South_Dakota.2921","SOUTH DAKOTA",46,"HUGHES",65,"AG LAND","AG LAND, CROPLAND, HARVESTED - ACRES","","184,497"
"South_Dakota.2922","SOUTH DAKOTA",46,"HUGHES",65,"AG LAND","AG LAND, IRRIGATED - NUMBER OF OPERATIONS","","27"
"South_Dakota.2923","SOUTH DAKOTA",46,"HUGHES",65,"AG LAND","AG LAND, IRRIGATED - ACRES","","11,468"
"South_Dakota.2924","SOUTH DAKOTA",46,"HUGHES",65,"COMMODITY TOTALS","COMMODITY TOTALS - SALES, MEASURED IN $","","70,275,000"
"South_Dakota.2925","SOUTH DAKOTA",46,"HUGHES",65,"COMMODITY TOTALS","COMMODITY TOTALS - SALES, MEASURED IN $ / OPERATION","","223,095"
"South_Dakota.2926","SOUTH DAKOTA",46,"HUGHES",65,"CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","","43,540,000"
"South_Dakota.2927","SOUTH DAKOTA",46,"HUGHES",65,"ANIMAL TOTALS","ANIMAL TOTALS, INCL PRODUCTS - SALES, MEASURED IN $","","26,735,000"
"South_Dakota.2928","SOUTH DAKOTA",46,"HUGHES",65,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","",""
"South_Dakota.2929","SOUTH DAKOTA",46,"HUGHES",65,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (LESS THAN 2,500 $)","98"
"South_Dakota.2930","SOUTH DAKOTA",46,"HUGHES",65,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (2,500 TO 4,999 $)","7"
"South_Dakota.2931","SOUTH DAKOTA",46,"HUGHES",65,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (5,000 TO 9,999 $)","21"
"South_Dakota.2932","SOUTH DAKOTA",46,"HUGHES",65,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (10,000 TO 24,999 $)","24"
"South_Dakota.2933","SOUTH DAKOTA",46,"HUGHES",65,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (25,000 TO 49,999 $)","17"
"South_Dakota.2934","SOUTH DAKOTA",46,"HUGHES",65,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (50,000 TO 99,999 $)","20"
"South_Dakota.2935","SOUTH DAKOTA",46,"HUGHES",65,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (100,000 OR MORE $)","128"
"South_Dakota.2936","SOUTH DAKOTA",46,"HUGHES",65,"GOVT PROGRAMS","GOVT PROGRAMS, FEDERAL - OPERATIONS WITH RECEIPTS","","200"
"South_Dakota.2937","SOUTH DAKOTA",46,"HUGHES",65,"GOVT PROGRAMS","GOVT PROGRAMS, FEDERAL - RECEIPTS, MEASURED IN $","","6,354,000"
"South_Dakota.2938","SOUTH DAKOTA",46,"HUGHES",65,"INCOME, FARM-RELATED","INCOME, FARM-RELATED - OPERATIONS WITH RECEIPTS","","154"
"South_Dakota.2939","SOUTH DAKOTA",46,"HUGHES",65,"INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $","","10,173,000"
"South_Dakota.2940","SOUTH DAKOTA",46,"HUGHES",65,"EXPENSE TOTALS","EXPENSE TOTALS, OPERATING - EXPENSE, MEASURED IN $","","71,682,000"
"South_Dakota.2941","SOUTH DAKOTA",46,"HUGHES",65,"EXPENSE TOTALS","EXPENSE TOTALS, OPERATING - EXPENSE, MEASURED IN $ / OPERATION","","227,563"
"South_Dakota.2942","SOUTH DAKOTA",46,"HUGHES",65,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - OPERATIONS WITH NET INCOME","","315"
"South_Dakota.2943","SOUTH DAKOTA",46,"HUGHES",65,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","","15,120,000"
"South_Dakota.2944","SOUTH DAKOTA",46,"HUGHES",65,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","","47,999"
"South_Dakota.2945","SOUTH DAKOTA",46,"HUGHES",65,"CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","","116"
"South_Dakota.2946","SOUTH DAKOTA",46,"HUGHES",65,"CATTLE","CATTLE, INCL CALVES - INVENTORY","","23,654"
"South_Dakota.2947","SOUTH DAKOTA",46,"HUGHES",65,"CATTLE","CATTLE, COWS, BEEF - OPERATIONS WITH INVENTORY","","109"
"South_Dakota.2948","SOUTH DAKOTA",46,"HUGHES",65,"CATTLE","CATTLE, COWS, BEEF - INVENTORY","","13,879"
"South_Dakota.2949","SOUTH DAKOTA",46,"HUGHES",65,"CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH SALES","","105"
"South_Dakota.2950","SOUTH DAKOTA",46,"HUGHES",65,"CATTLE","CATTLE, INCL CALVES - SALES, MEASURED IN HEAD","","16,947"
"South_Dakota.2951","SOUTH DAKOTA",46,"HUGHES",65,"HOGS","HOGS - OPERATIONS WITH INVENTORY","","5"
"South_Dakota.2952","SOUTH DAKOTA",46,"HUGHES",65,"HOGS","HOGS - INVENTORY","","(D)"
"South_Dakota.2953","SOUTH DAKOTA",46,"HUGHES",65,"HOGS","HOGS - OPERATIONS WITH SALES","","5"
"South_Dakota.2954","SOUTH DAKOTA",46,"HUGHES",65,"HOGS","HOGS - SALES, MEASURED IN HEAD","","(D)"
"South_Dakota.2955","SOUTH DAKOTA",46,"HUGHES",65,"SHEEP","SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY","","5"
"South_Dakota.2956","SOUTH DAKOTA",46,"HUGHES",65,"SHEEP","SHEEP, INCL LAMBS - INVENTORY","","1,220"
"South_Dakota.2957","SOUTH DAKOTA",46,"HUGHES",65,"CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","","25"
"South_Dakota.2958","SOUTH DAKOTA",46,"HUGHES",65,"CHICKENS","CHICKENS, LAYERS - INVENTORY","","420"
"South_Dakota.2959","SOUTH DAKOTA",46,"HUGHES",65,"CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","","81"
"South_Dakota.2960","SOUTH DAKOTA",46,"HUGHES",65,"CORN","CORN, GRAIN - ACRES HARVESTED","","35,453"
"South_Dakota.2961","SOUTH DAKOTA",46,"HUGHES",65,"CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","","3,749,803"
"South_Dakota.2962","SOUTH DAKOTA",46,"HUGHES",65,"CORN","CORN, SILAGE - OPERATIONS WITH AREA HARVESTED","","16"
"South_Dakota.2963","SOUTH DAKOTA",46,"HUGHES",65,"CORN","CORN, SILAGE - ACRES HARVESTED","","2,849"
"South_Dakota.2964","SOUTH DAKOTA",46,"HUGHES",65,"CORN","CORN, SILAGE - PRODUCTION, MEASURED IN TONS","","15,002"
"South_Dakota.2965","SOUTH DAKOTA",46,"HUGHES",65,"WHEAT","WHEAT - OPERATIONS WITH AREA HARVESTED","","63"
"South_Dakota.2966","SOUTH DAKOTA",46,"HUGHES",65,"WHEAT","WHEAT - ACRES HARVESTED","","33,587"
"South_Dakota.2967","SOUTH DAKOTA",46,"HUGHES",65,"WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","","929,615"
"South_Dakota.2968","SOUTH DAKOTA",46,"HUGHES",65,"WHEAT","WHEAT, SPRING, (EXCL DURUM) - OPERATIONS WITH AREA HARVESTED","","54"
"South_Dakota.2969","SOUTH DAKOTA",46,"HUGHES",65,"WHEAT","WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","","17,220"
"South_Dakota.2970","SOUTH DAKOTA",46,"HUGHES",65,"WHEAT","WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU","","410,614"
"South_Dakota.2971","SOUTH DAKOTA",46,"HUGHES",65,"WHEAT","WHEAT, WINTER - OPERATIONS WITH AREA HARVESTED","","46"
"South_Dakota.2972","SOUTH DAKOTA",46,"HUGHES",65,"WHEAT","WHEAT, WINTER - ACRES HARVESTED","","16,367"
"South_Dakota.2973","SOUTH DAKOTA",46,"HUGHES",65,"WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU","","519,001"
"South_Dakota.2974","SOUTH DAKOTA",46,"HUGHES",65,"OATS","OATS - OPERATIONS WITH AREA HARVESTED","","4"
"South_Dakota.2975","SOUTH DAKOTA",46,"HUGHES",65,"OATS","OATS - ACRES HARVESTED","","330"
"South_Dakota.2976","SOUTH DAKOTA",46,"HUGHES",65,"OATS","OATS - PRODUCTION, MEASURED IN BU","","12,669"
"South_Dakota.2977","SOUTH DAKOTA",46,"HUGHES",65,"SORGHUM","SORGHUM, GRAIN - OPERATIONS WITH AREA HARVESTED","","27"
"South_Dakota.2978","SOUTH DAKOTA",46,"HUGHES",65,"SORGHUM","SORGHUM, GRAIN - ACRES HARVESTED","","6,477"
"South_Dakota.2979","SOUTH DAKOTA",46,"HUGHES",65,"SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU","","442,670"
"South_Dakota.2980","SOUTH DAKOTA",46,"HUGHES",65,"SORGHUM","SORGHUM, SILAGE - OPERATIONS WITH AREA HARVESTED","","10"
"South_Dakota.2981","SOUTH DAKOTA",46,"HUGHES",65,"SORGHUM","SORGHUM, SILAGE - ACRES HARVESTED","","1,374"
"South_Dakota.2982","SOUTH DAKOTA",46,"HUGHES",65,"SORGHUM","SORGHUM, SILAGE - PRODUCTION, MEASURED IN TONS","","17,353"
"South_Dakota.2983","SOUTH DAKOTA",46,"HUGHES",65,"SOYBEANS","SOYBEANS - OPERATIONS WITH AREA HARVESTED","","63"
"South_Dakota.2984","SOUTH DAKOTA",46,"HUGHES",65,"SOYBEANS","SOYBEANS - ACRES HARVESTED","","25,252"
"South_Dakota.2985","SOUTH DAKOTA",46,"HUGHES",65,"SOYBEANS","SOYBEANS - PRODUCTION, MEASURED IN BU","","835,663"
"South_Dakota.2986","SOUTH DAKOTA",46,"HUGHES",65,"HAY & HAYLAGE","HAY & HAYLAGE - OPERATIONS WITH AREA HARVESTED","","134"
"South_Dakota.2987","SOUTH DAKOTA",46,"HUGHES",65,"HAY & HAYLAGE","HAY & HAYLAGE - ACRES HARVESTED","","27,246"
"South_Dakota.2988","SOUTH DAKOTA",46,"HUGHES",65,"HAY & HAYLAGE","HAY & HAYLAGE - PRODUCTION, MEASURED IN TONS, DRY BASIS","","37,174"
"South_Dakota.2989","SOUTH DAKOTA",46,"HUGHES",65,"SUNFLOWER","SUNFLOWER - OPERATIONS WITH AREA HARVESTED","","63"
"South_Dakota.2990","SOUTH DAKOTA",46,"HUGHES",65,"SUNFLOWER","SUNFLOWER - ACRES HARVESTED","","43,288"
"South_Dakota.2991","SOUTH DAKOTA",46,"HUGHES",65,"SUNFLOWER","SUNFLOWER - PRODUCTION, MEASURED IN LB","","78,797,977"
"South_Dakota.2992","SOUTH DAKOTA",46,"HUGHES",65,"VEGETABLE TOTALS","VEGETABLE TOTALS, IN THE OPEN - OPERATIONS WITH AREA HARVESTED","","4"
"South_Dakota.2993","SOUTH DAKOTA",46,"HUGHES",65,"VEGETABLE TOTALS","VEGETABLE TOTALS, IN THE OPEN - ACRES HARVESTED","","50"
"South_Dakota.2994","SOUTH DAKOTA",46,"HUGHES",65,"POTATOES","POTATOES - OPERATIONS WITH AREA HARVESTED","","2"
"South_Dakota.2995","SOUTH DAKOTA",46,"HUGHES",65,"POTATOES","POTATOES - ACRES HARVESTED","","(D)"
"South_Dakota.2996","SOUTH DAKOTA",46,"HUGHES",65,"SWEET POTATOES","SWEET POTATOES - OPERATIONS WITH AREA HARVESTED","","2"
"South_Dakota.2997","SOUTH DAKOTA",46,"HUGHES",65,"SWEET POTATOES","SWEET POTATOES - ACRES HARVESTED","","(D)"
"South_Dakota.2998","SOUTH DAKOTA",46,"HUGHES",65,"ORCHARDS","ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING","","2"
"South_Dakota.2999","SOUTH DAKOTA",46,"HUGHES",65,"ORCHARDS","ORCHARDS - ACRES BEARING & NON-BEARING","","(D)"
"South_Dakota.3000","SOUTH DAKOTA",46,"HUGHES",65,"AG LAND","AG LAND, INCL BUILDINGS - OPERATIONS WITH ASSET VALUE","","315"
"South_Dakota.3001","SOUTH DAKOTA",46,"HUTCHINSON",67,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","","775"
"South_Dakota.3002","SOUTH DAKOTA",46,"HUTCHINSON",67,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (1.0 TO 9.9 ACRES)","44"
"South_Dakota.3003","SOUTH DAKOTA",46,"HUTCHINSON",67,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (10.0 TO 49.9 ACRES)","117"
"South_Dakota.3004","SOUTH DAKOTA",46,"HUTCHINSON",67,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (50 TO 179 ACRES)","193"
"South_Dakota.3005","SOUTH DAKOTA",46,"HUTCHINSON",67,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (180 TO 499 ACRES)","154"
"South_Dakota.3006","SOUTH DAKOTA",46,"HUTCHINSON",67,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (500 TO 999 ACRES)","120"
"South_Dakota.3007","SOUTH DAKOTA",46,"HUTCHINSON",67,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (1,000 OR MORE ACRES)","147"
"South_Dakota.3008","SOUTH DAKOTA",46,"HUTCHINSON",67,"FARM OPERATIONS","FARM OPERATIONS - ACRES OPERATED","","455,628"
"South_Dakota.3009","SOUTH DAKOTA",46,"HUTCHINSON",67,"FARM OPERATIONS","FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION","","588"
"South_Dakota.3010","SOUTH DAKOTA",46,"HUTCHINSON",67,"FARM OPERATIONS","FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION, MEDIAN","","237"
"South_Dakota.3011","SOUTH DAKOTA",46,"HUTCHINSON",67,"AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / OPERATION","","2,642,567"
"South_Dakota.3012","SOUTH DAKOTA",46,"HUTCHINSON",67,"AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","","4,495"
"South_Dakota.3013","SOUTH DAKOTA",46,"HUTCHINSON",67,"MACHINERY TOTALS","MACHINERY TOTALS - ASSET VALUE, MEASURED IN $","","235,983,000"
"South_Dakota.3014","SOUTH DAKOTA",46,"HUTCHINSON",67,"MACHINERY TOTALS","MACHINERY TOTALS - ASSET VALUE, MEASURED IN $ / OPERATION","","304,494"
"South_Dakota.3015","SOUTH DAKOTA",46,"HUTCHINSON",67,"AG LAND","AG LAND, CROPLAND - NUMBER OF OPERATIONS","","700"
"South_Dakota.3016","SOUTH DAKOTA",46,"HUTCHINSON",67,"AG LAND","AG LAND, CROPLAND - ACRES","","363,750"
"South_Dakota.3017","SOUTH DAKOTA",46,"HUTCHINSON",67,"AG LAND","AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS","","565"
"South_Dakota.3018","SOUTH DAKOTA",46,"HUTCHINSON",67,"AG LAND","AG LAND, CROPLAND, HARVESTED - ACRES","","327,021"
"South_Dakota.3019","SOUTH DAKOTA",46,"HUTCHINSON",67,"AG LAND","AG LAND, IRRIGATED - NUMBER OF OPERATIONS","","35"
"South_Dakota.3020","SOUTH DAKOTA",46,"HUTCHINSON",67,"AG LAND","AG LAND, IRRIGATED - ACRES","","7,344"
"South_Dakota.3021","SOUTH DAKOTA",46,"HUTCHINSON",67,"COMMODITY TOTALS","COMMODITY TOTALS - SALES, MEASURED IN $","","270,014,000"
"South_Dakota.3022","SOUTH DAKOTA",46,"HUTCHINSON",67,"COMMODITY TOTALS","COMMODITY TOTALS - SALES, MEASURED IN $ / OPERATION","","348,405"
"South_Dakota.3023","SOUTH DAKOTA",46,"HUTCHINSON",67,"CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","","131,153,000"
"South_Dakota.3024","SOUTH DAKOTA",46,"HUTCHINSON",67,"ANIMAL TOTALS","ANIMAL TOTALS, INCL PRODUCTS - SALES, MEASURED IN $","","138,861,000"
